idx,Base salt,Initial loading,Final loading,Fitness
1945,PbF2,6,9.0,40.098402004
1946,YBr3,0,2.0,64.54267829999999
1947,RbCl,2,4.0,45.908109
1948,BaI2,7,12.0,50.9124412
1949,CaBr2,4,7.0,41.052501666666664
1950,HfCl4,5,8.0,55.777703
1951,CaCl2,0,1.0,67.20952100000001
1952,SrF2,6,9.0,31.919914199333338
1953,SnCl4,2,4.0,64.49571
1954,KBr,2,4.0,44.80433469999999
1955,VCl3,6,9.0,43.6076215
1956,NiCl2,4,6.0,41.243364
1957,ZnCl2,6,9.0,35.33812233333334
1958,LaF3,6,9.0,44.74028191100001
1959,MgCl2,4,6.0,37.403685
1960,GaI3,0,3.0,55.324475500000005
1961,CaBr2,6,9.0,44.946141
1962,LaBr3,0,2.0,61.16050624999998
1963,YCl3,2,4.0,57.129840300000005
1964,GaCl3,2,4.0,48.8911245
1965,YBr3,4,6.0,69.64774889999998
1966,MnCl2,6,9.0,34.238873
1967,SrF2,2,4.0,39.118527052
1968,KCl,0,1.0,52.4850921
1969,PbF2,2,4.0,44.99628896
1970,CuF2,6,9.0,26.916690438
1971,SnCl2,2,4.0,50.653037000000005
1972,ZnF2,6,9.0,27.18149850266667
1973,BaBr2,8,12.0,50.39552700000001
1974,ZnCl2,9,12.0,38.89096766666667
1975,ScF3,2,3.0,56.983901775
1976,ScBr3,4,6.0,69.43109535
1977,VBr4,5,8.0,56.89673500000001
1978,CaI2,4,7.0,47.666958
1979,MnBr4,5,8.0,56.71793433333334
1980,PbCl4,5,8.0,55.218809
1981,BaF2,6,9.0,34.71159997466667
1982,CuCl2,6,9.0,32.73564566666667
1983,RbI,0,2.0,47.6932416
1984,CuF2,4,6.0,30.403590126000005
1985,CuI2,4,9.0,32.757372000000004
1986,HfF4,2,3.0,71.39463634399999
1987,ZnBr2,6,9.0,41.88495
1988,SrI2,4,7.0,50.88432133333333
1989,NaCl,3,4.0,45.1100843
1990,GaBr3,1,3.0,58.555809
1991,CuI2,2,4.0,54.2445975
1992,CaI2,6,9.0,51.842166
1993,ScCl3,7,9.0,56.3908149
1994,BaF2,2,4.0,37.621511468
1995,SrCl2,1,2.0,66.55595699999999
1996,ZnI2,4,8.0,39.516149
1997,CaBr2,0,1.0,75.61234099999999
1998,PbCl2,2,4.0,52.303644
1999,MnCl4,3,5.0,54.47052
2000,MoBr4,5,8.0,57.134788333333326
2001,SrF2,9,12.0,34.195630408666666
2002,MgBr2,1,2.0,72.76607999999999
2003,MgI2,0,1.0,79.362572
2004,SrCl2,9,12.0,42.868485
2005,WBr4,5,8.0,59.467839999999995
2006,AlBr3,6,9.0,49.82138654666667
2007,MoCl3,6,9.0,45.372888
2008,NiCl2,0,1.0,49.748276999999995
2009,LiI,2,4.0,36.693107999999995
2010,SrI2,8,12.0,51.58275275
2011,YBr3,2,4.0,64.36035434999998
2012,VCl4,3,5.0,53.3065555
2013,GaCl3,0,1.0,78.802164
2014,CuCl2,9,12.0,35.94009466666667
2015,ZrBr4,5,8.0,57.33532333333334
2016,BeI2,4,7.0,42.776934300000015
2017,NaBr,1,2.0,50.53986585999999
2018,CoCl3,6,9.0,38.4571224
2019,SnI2,0,2.0,50.8618605
2020,SrBr2,0,1.0,67.68796499999999
2021,RbBr,1,3.0,39.6761546
2022,SrCl2,2,4.0,44.45604600000001
2023,MgBr2,4,6.0,47.330745
2024,HfF4,3,5.0,48.225259592
2025,ZnCl2,4,6.0,38.081836
2026,CuBr2,6,9.0,38.650927333333335
2027,PbCl4,2,4.0,62.954367000000005
2028,YCl3,6,9.0,45.208195200000006
2029,BeBr2,8,12.0,31.79618376
2030,WCl4,3,5.0,60.402564000000005
2031,RbBr,2,4.0,44.308396
2032,SrCl2,4,6.0,43.191432000000006
2033,CaI2,2,4.0,59.05550099999999
2034,MgBr2,9,12.0,42.312738
