idx,Base salt,Initial loading,Final loading,Fitness,Origin
1889,GeF2,0.0,12.0,1.5130753138075312,s
3769,NaI,1.0,4.0,2.151603498542274,s
5478,PbHAsO4,1.0,3.0,3.6538461538461537,s
1988,BeF2,0.0,2.0,1.7377622377622377,s
1830,MgCl2,0.0,9.0,1.4827155351936694,s
1355,ZnF2,4.0,12.0,1.57013258897418,s
1740,SnBr4,3.0,5.0,3.092436974789916,s
2982,YF3,3.0,4.0,2.5,s
816,SnCl4,5.0,8.0,1.51,e
2666,BaF2,8.0,12.0,1.625615763546798,s
3024,BaCl2,8.0,9.0,1.9027027027027024,s
4020,ScI3,3.0,6.0,2.6846846846846844,s
1004,Zr(SO4)2,0.0,1.0,2.95,e
4456,VCl2,6.0,8.0,1.503778337531486,s
1410,SnCl2,2.0,12.0,1.491839762611276,s
1790,LaI3,6.0,8.0,2.761006289308176,s
1431,SnCl2,0.0,4.0,2.1834570519618244,s
2536,SrBr2,7.0,12.0,1.581578947368421,s
1952,GaCl3,0.0,6.0,1.917952314165498,s
3263,TaCl4,0.0,8.0,2.319282511210762,s
3684,CaBr2,1.0,4.0,2.2701949860724233,s
3800,ScCl3,0.0,2.0,2.007082152974504,s
4258,NiBr2,7.0,9.0,2.097323600973236,s
3245,VF4,1.0,5.0,1.8813056379821955,s
4402,BaCl2,6.0,9.0,1.902439024390244,s
5276,PbCO3,0.0,3.0,3.4166666666666665,s
720,(NH4)2Zn(SO4)2,2.0,6.0,1.74,e
4417,SiF4,4.0,5.0,1.7984084880636606,s
320,H2SO4,4.0,6.5,1.02,e
4394,NiBr2,4.0,6.0,2.51006711409396,s
3477,YI3,2.0,9.0,2.6105527638190953,s
2156,TiF4,1.0,4.0,1.8902991840435177,s
1054,HfF4,0.0,8.0,2.3341365461847388,s
935,VOSO4,3.0,5.0,1.63,e
3631,NiBr2,1.0,4.0,2.826771653543307,s
5038,PbCO3,0.0,6.0,3.078651685393259,s
295,FeCl2,1.0,4.0,1.8,e
4170,LaI3,4.0,7.0,2.872521246458924,s
301,FeCl3,0.0,2.5,2.04,e
351,K2Co(SO4)2,2.0,6.0,2.4,e
617,Na2Mg(SO4)4,0.0,4.0,3.71,e
3270,TiF4,0.0,3.0,2.0867768595041323,s
2428,PbCl2,1.0,4.0,2.9217877094972065,s
5339,Sr(BrO3)2,1.0,6.0,2.464285714285714,s
5639,Co3(PO4)2,0.0,1.0,3.714285714285714,s
1127,GaBr3,2.0,9.0,2.082788671023965,s
4482,BaBr2,2.0,4.0,2.709401709401709,s
1543,BeF2,2.0,4.0,1.6923976608187137,s
1961,CaI2,0.0,9.0,2.099693251533742,s
2681,NaCl,1.0,2.0,1.6621160409556317,s
2693,RbCl,2.0,4.0,1.6273504273504271,s
1572,SrBr2,6.0,12.0,1.5815085158150852,s
1389,CaCl2,4.0,12.0,1.2398477157360406,s
406,KMnCl3,0.0,2.0,2.22,e
4448,GeF4,4.0,5.0,2.1290322580645165,s
3542,SrBr2,0.0,4.0,2.4560723514211884,s
4842,AlAsO4,2.0,11.0,1.8666666666666665,s
5517,Ca3(PO4)2,7.0,10.0,2.135135135135135,s
4041,ZrBr4,2.0,5.0,2.9097744360902253,s
888,(UO2)3(PO4)2,0.0,6.0,4.45,e
1429,GeF4,3.0,8.0,1.8454461821527135,s
3331,VBr2,2.0,9.0,2.00595744680851,s
1972,ZnCl2,0.0,8.0,1.6242737249838606,s
1739,RbBr,0.0,1.0,2.597122302158273,s
5200,Ca(ClO4)2,1.0,8.0,1.7647058823529411,s
1178,MgI2,9.0,12.0,1.7349397590361446,s
452,LiI,0.0,3.0,2.38,e
5382,Sn(H2PO4)2,0.0,4.0,2.3846153846153846,s
4317,BeF2,9.0,12.0,1.3773946360153255,s
4645,CoBr2,6.0,8.0,1.9751243781094527,s
3237,BaCl2,0.0,12.0,1.4746913580246912,s
3086,ZnF2,0.0,12.0,1.570920409070698,s
1603,KF,1.0,2.0,1.6519337016574585,s
544,MgSO4,0.0,2.0,2.22,e
5148,Ba3(AsO4)2,0.0,11.0,2.9452054794520546,s
3585,BaCl2,4.0,12.0,1.4748653500897664,s
4030,CaBr2,8.0,12.0,1.477951635846373,s
4424,YCl3,7.0,9.0,1.5082742316784872,s
5562,CaHPO4,2.0,3.0,2.0,s
687,NaNiF3,0.0,3.0,2.58,e
1546,RbCl,1.0,4.0,1.628440366972477,s
284,Fe2(SO4)3,0.0,9.0,2.11,e
136,CaSO4,0.5,2.0,2.19,e
1514,ZrF4,3.0,8.0,1.819506726457399,s
4854,CrPO4,2.0,9.0,1.8970588235294117,s
771,Rb2CO3,1.0,3.5,2.35,e
1196,GeF4,0.0,8.0,1.845925925925926,s
5528,FePO4,0.0,1.0,2.821428571428571,s
356,K2Co(SO4)2,0.0,6.0,2.21,e
1880,BeI2,0.0,4.0,2.6371541501976283,s
4710,BeCl2,8.0,9.0,1.452261306532663,s
3400,WBr4,0.0,8.0,3.0262123197903015,s
2327,WCl4,3.0,8.0,2.3594594594594596,s
2799,ZnBr2,9.0,12.0,1.6946236559139785,s
5169,AlAsO4,4.0,9.0,1.9595959595959596,s
4321,SnBr2,9.0,12.0,1.7330316742081449,s
1065,BaCl2,0.0,12.0,1.4746913580246912,s
1849,ZnF2,1.0,12.0,1.5711519845111328,s
1787,LaBr3,7.0,9.0,2.0093457943925235,s
3436,NiBr2,1.0,6.0,2.5098493626882967,s
2180,CaCl2,2.0,8.0,1.2989247311827956,s
3630,ZrCl4,3.0,8.0,1.843612334801762,s
590,Na2B4O8H2,1.5,3.0,1.72,e
3329,ScI3,0.0,7.0,2.7156970362239297,s
2127,SnF2,0.0,4.0,2.3529411764705888,s
604,Na2CrO4,4.0,10.0,1.2,e
819,SnCl4,2.0,8.0,1.77,e
1798,BeBr2,8.0,9.0,1.7395833333333337,s
4507,PbBr2,0.0,1.0,4.48936170212766,s
2324,YCl3,0.0,3.0,1.9732868757259,s
3738,ZnF2,4.0,9.0,1.818181818181818,s
4012,CuBr2,8.0,12.0,1.7223088923556944,s
5328,MnCO3,3.0,6.0,1.8611111111111112,s
3264,YI3,0.0,10.0,2.5100864553314124,s
1579,PbCl2,0.0,2.0,3.775193798449613,s
5265,AlAsO4,5.0,9.0,1.9625,s
122,CaCO3,0.0,1.0,2.85,e
5125,Sr3(PO4)2,1.0,11.0,2.438202247191011,s
5581,PbHAsO4,0.0,1.0,5.384615384615384,s
5424,CaHAsO4,4.0,7.0,1.7931034482758623,s
1554,BeBr2,4.0,9.0,1.7422934648581996,s
4034,PbCl2,8.0,12.0,1.7990033222591362,s
423,La2(SO4)3,0.0,9.0,2.82,e
5516,PbHAsO4,2.0,4.0,3.5,s
632,Na2SeO4,0.0,10.0,1.6,e
5701,Ba(ClO4)2,5.0,6.0,2.1818181818181817,s
2905,KBr,1.0,2.0,1.854651162790698,s
1524,CaBr2,1.0,4.0,2.2701949860724233,s
3914,MnBr3,4.0,9.0,2.0549273021001615,s
1384,PbF2,2.0,12.0,2.0151921358355676,s
3970,VF3,4.0,6.0,1.9752475247524752,s
4227,MoCl4,3.0,5.0,2.166265060240964,s
4488,GeF2,6.0,8.0,1.745508982035928,s
1710,SrI2,6.0,9.0,2.355300859598854,s
5461,KOH,2.0,3.0,1.5,s
1006,ZrF4,0.0,3.0,2.74,e
4918,CaHPO4,1.0,3.0,1.967741935483871,s
